src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000001,0b001801,10000,100,442622950,127000000,74568703,37117708,201568703
0b000501,0b001801,10000,100,442622950,132000000,78707317,37117708,210707317
0b000101,0b001801,10000,100,442622950,201000000,71108683,37117708,272108683
0b000601,0b001801,10000,100,442622950,196000000,81184696,37117708,277184696
0b000801,0b001801,10000,100,442622950,286000000,36745838,37117708,322745838
0b000901,0b001801,10000,100,442622950,334000000,36745838,37117708,370745838
0b000301,0b001801,10000,100,442622950,392000000,94441987,37117708,486441987
0b000401,0b001801,10000,100,442622950,392000000,95329032,37117708,487329032
0b000201,0b001801,10000,100,442622950,430000000,78511808,37117708,508511808
0b000701,0b001801,10000,100,442622950,504000000,42697390,37117708,546697390
