src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000701,0b001801,10000,100,442622950,74000000,36745838,37117708,110745838
0b000001,0b001801,10000,100,442622950,122000000,36745838,37117708,158745838
0b000101,0b001801,10000,100,442622950,217000000,46600685,37117708,263600685
0b000301,0b001801,10000,100,442622950,244000000,56523162,37117708,300523162
0b000501,0b001801,10000,100,442622950,292000000,70005120,37117708,362005120
0b000401,0b001801,10000,100,442622950,286000000,83622833,37117708,369622833
0b000901,0b001801,10000,100,442622950,382000000,36745838,37117708,418745838
0b000801,0b001801,10000,100,442622950,424000000,78959734,37117708,502959734
0b000601,0b001801,10000,100,442622950,430000000,83622690,37117708,513622690
0b000201,0b001801,10000,100,442622950,477000000,60309487,37117708,537309487
