src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000e01,0b00cb01,10000,100,441610566,90,338725544,443725544,37036871,338725634
0b000b01,0b00cb01,10000,100,441910758,65,352679547,457679547,37062038,352679612
0b000401,0b00cb01,10000,100,442299518,46,363728318,398728318,37094633,363728364
0b000801,0b00cb01,10000,100,442791930,35000057,462099819,532099819,37135915,497099876
0b000101,0b00cb01,10000,100,442496649,35000020,474175464,474175464,37111160,509175484
0b000d01,0b00cb01,10000,100,442579512,70000085,494101086,599101086,37118108,564101171
0b000c01,0b00cb01,10000,100,442825002,70000069,496304778,601304778,37138692,566304847
0b000f01,0b00cb01,10000,100,442369121,70000099,497918578,602918578,37100470,567918677
0b000201,0b00cb01,10000,100,443033490,70000045,505045563,505045563,37156169,575045608
0b000701,0b00cb01,10000,100,443686486,70000054,515981912,585981912,37210916,585981966
0b000601,0b00cb01,10000,100,442850231,105000054,483332538,553332538,37140806,588332592
0b000301,0b00cb01,10000,100,442727168,105000046,488330261,523330261,37130488,593330307
0b000a01,0b00cb01,10000,100,441813827,105000065,489200058,594200058,37053911,594200123
0b000501,0b00cb01,10000,100,442572752,105000047,489676974,559676974,37117540,594677021
0b000901,0b00cb01,10000,100,442429273,105000063,490882941,560882941,37105513,595883004
0b000001,0b00cb01,10000,100,442518303,105000008,491190721,491190721,37112977,596190729
