src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b003401,0b00cb01,10000,100,441813827,78,893469941,1246469941,37053911,893470019
0b001d01,0b00cb01,10000,100,442185918,42,898989405,1110989405,37085107,898989447
0b003a01,0b00cb01,10000,100,442518303,35000090,1819750791,2208750791,37112977,1854750881
0b002c01,0b00cb01,10000,100,443214934,35000069,1822919663,2105919663,37171380,1857919732
0b001b01,0b00cb01,10000,100,443416361,35000042,1824970640,2036970640,37188270,1859970682
0b001a01,0b00cb01,10000,100,442973506,141000041,1941114226,2117114226,37151140,2082114267
0b001e01,0b00cb01,10000,100,442882945,141000043,1950266496,2162266496,37143546,2091266539
0b001301,0b00cb01,10000,100,441800063,141000033,1951300503,2127300503,37052760,2092300536
0b000201,0b00cb01,10000,100,442496649,141000006,1954324601,1989324601,37111160,2095324607
0b000d01,0b00cb01,10000,100,442438326,70000025,2062014725,2168014725,37106271,2132014750
0b002301,0b00cb01,10000,100,442512341,70000060,2069185250,2316185250,37112477,2139185310
0b000401,0b00cb01,10000,100,442510405,70000008,2070946800,2105946800,37112314,2140946808
0b003201,0b00cb01,10000,100,442579512,70000077,2079051734,2397051734,37118108,2149051811
0b002001,0b00cb01,10000,100,443065239,70000044,2080227982,2292227982,37158832,2150228026
0b002201,0b00cb01,10000,100,442791930,70000050,2084188572,2331188572,37135915,2154188622
0b003b01,0b00cb01,10000,100,441873128,106000090,2073954607,2462954607,37058886,2179954697
0b000801,0b00cb01,10000,100,441908201,106000019,2075135241,2145135241,37061826,2181135260
0b003501,0b00cb01,10000,100,442399593,106000078,2077095813,2430095813,37103023,2183095891
0b000501,0b00cb01,10000,100,442383141,106000009,2078158634,2148158634,37101645,2184158643
0b001501,0b00cb01,10000,100,443136026,247000034,1967256220,2143256220,37164768,2214256254
0b000001,0b00cb01,10000,100,442641479,247000003,1970539399,1970539399,37123303,2217539402
0b000101,0b00cb01,10000,100,442429273,247000004,1971405895,1971405895,37105513,2218405899
0b000b01,0b00cb01,10000,100,442055212,247000024,1972666831,2078666831,37074152,2219666855
0b001901,0b00cb01,10000,100,442776184,247000040,1979233794,2155233794,37134598,2226233834
0b002501,0b00cb01,10000,100,443686486,353000062,1925342453,2172342453,37210916,2278342515
0b003f01,0b00cb01,10000,100,442825002,353000096,1927130564,2351130564,37138692,2280130660
0b002b01,0b00cb01,10000,100,442696687,353000068,1931064091,2214064091,37127931,2284064159
0b002f01,0b00cb01,10000,100,442850231,353000073,1932378536,2250378536,37140806,2285378609
0b001701,0b00cb01,10000,100,443280227,353000039,1932745578,2108745578,37176857,2285745617
0b002901,0b00cb01,10000,100,442444248,353000066,1935395442,2218395442,37106768,2288395508
0b003d01,0b00cb01,10000,100,442369121,176000092,2166143133,2590143133,37100470,2342143225
0b000e01,0b00cb01,10000,100,441988043,176000026,2168841744,2274841744,37068521,2344841770
0b003601,0b00cb01,10000,100,443033490,176000079,2168922244,2521922244,37156169,2344922323
0b003001,0b00cb01,10000,100,442299518,176000075,2169629402,2487629402,37094633,2345629477
0b003e01,0b00cb01,10000,100,442117240,176000095,2169903044,2593903044,37079352,2345903139
0b001001,0b00cb01,10000,100,442086526,176000028,2171038979,2312038979,37076776,2347039007
0b002801,0b00cb01,10000,100,442591048,176000063,2175593024,2458593024,37119077,2351593087
0b002101,0b00cb01,10000,100,443143842,176000047,2179159991,2426159991,37165420,2355160038
0b002d01,0b00cb01,10000,100,442403018,212000070,2164921886,2482921886,37103312,2376921956
0b002601,0b00cb01,10000,100,442487955,212000062,2165518405,2448518405,37110430,2377518467
0b002401,0b00cb01,10000,100,442448053,212000061,2166678271,2413678271,37107088,2378678332
0b003c01,0b00cb01,10000,100,443108392,212000092,2167486290,2556486290,37162449,2379486382
0b000f01,0b00cb01,10000,100,442570820,212000027,2168627508,2309627508,37117378,2380627535
0b000601,0b00cb01,10000,100,441910758,212000011,2169880141,2239880141,37062038,2381880152
0b001601,0b00cb01,10000,100,441610566,318000036,2090499260,2266499260,37036871,2408499296
0b003101,0b00cb01,10000,100,444188902,318000076,2092145471,2410145471,37253037,2410145547
0b000c01,0b00cb01,10000,100,442817923,318000025,2092532768,2198532768,37138094,2410532793
0b002a01,0b00cb01,10000,100,442751047,318000068,2092871939,2375871939,37132491,2410872007
0b002e01,0b00cb01,10000,100,442413823,318000071,2094387114,2412387114,37104215,2412387185
0b000301,0b00cb01,10000,100,442945507,318000007,2095523846,2130523846,37148793,2413523853
0b001801,0b00cb01,10000,100,442560783,389000039,2029512822,2205512822,37116536,2418512861
0b003701,0b00cb01,10000,100,441866045,389000083,2031023989,2384023989,37058292,2420024072
0b000901,0b00cb01,10000,100,442572752,389000019,2031912477,2101912477,37117540,2420912496
0b000a01,0b00cb01,10000,100,441896576,389000022,2032079713,2102079713,37060850,2421079735
0b003901,0b00cb01,10000,100,441749666,283000089,2139033967,2528033967,37048533,2422034056
0b002701,0b00cb01,10000,100,441947869,283000063,2139244354,2422244354,37065149,2422244417
0b001201,0b00cb01,10000,100,442305901,283000031,2139832215,2280832215,37095167,2422832246
0b001401,0b00cb01,10000,100,442922748,283000034,2139936059,2315936059,37146884,2422936093
0b003301,0b00cb01,10000,100,442270374,283000078,2141505760,2494505760,37092190,2424505838
0b001c01,0b00cb01,10000,100,442251144,283000042,2141785003,2353785003,37090579,2424785045
0b003801,0b00cb01,10000,100,443074581,283000085,2142488354,2495488354,37159614,2425488439
0b001101,0b00cb01,10000,100,442727168,424000029,2017680429,2158680429,37130488,2441680458
0b001f01,0b00cb01,10000,100,442865639,424000044,2018316484,2230316484,37142096,2442316528
0b000701,0b00cb01,10000,100,442543046,424000012,2018628325,2088628325,37115052,2442628337
