src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000401,0b00cb01,10000,100,442572752,27,351596857,351596884,37117540,351596884
0b000501,0b00cb01,10000,100,442791930,35,358562346,358562381,37135915,358562381
0b000101,0b00cb01,10000,100,442496649,14,360331632,360331646,37111160,360331646
0b000001,0b00cb01,10000,100,443033490,11,363008262,363008273,37156169,363008273
0b000601,0b00cb01,10000,100,442369121,44,363643894,363643938,37100470,363643938
0b000801,0b00cb01,10000,100,442518303,82,363752159,363752241,37112977,363752241
0b000201,0b00cb01,10000,100,443686486,17,365874157,365874174,37210916,365874174
0b000301,0b00cb01,10000,100,442429273,24,366637971,366637995,37105513,366637995
0b000901,0b00cb01,10000,100,441910758,85,366673553,366673638,37062038,366673638
0b000701,0b00cb01,10000,100,442579512,65,373200112,373200177,37118108,373200177
