src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000101,0b001801,10000,100,442622950,1000000,177607230,37117708,178607230
0b000401,0b001801,10000,100,442622950,9000000,246018059,37117708,255018059
0b000801,0b001801,10000,100,442622950,33000000,308358617,37117708,341358617
0b000601,0b001801,10000,100,442622950,41000000,317426882,37117708,358426882
0b000501,0b001801,10000,100,442622950,47000000,317947496,37117708,364947496
0b000201,0b001801,10000,100,442622950,45000000,320084986,37117708,365084986
0b000901,0b001801,10000,100,442622950,76000000,307675936,37117708,383675936
0b000001,0b001801,10000,100,442622950,93000000,296487294,37117708,389487294
0b000701,0b001801,10000,100,442622950,88000000,301531383,37117708,389531383
0b000301,0b001801,10000,100,442622950,106000000,285474148,37117708,391474148
