src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000001,0b00cb01,10000,100,441896576,3,1153519438,1153519438,37060850,1153519441
0b000d01,0b00cb01,10000,100,442429273,43,1154362122,1154362122,37105513,1154362165
0b001d01,0b00cb01,10000,100,442727168,87,1159054832,1159054832,37130488,1159054919
0b000101,0b00cb01,10000,100,442776184,3,1159580490,1159580490,37134598,1159580493
0b001701,0b00cb01,10000,100,441610566,73,1161695392,1161695392,37036871,1161695465
0b001201,0b00cb01,10000,100,442251144,64,1164883695,1164883695,37090579,1164883759
0b000e01,0b00cb01,10000,100,442751047,48,1166321278,1166321278,37132491,1166321326
0b000401,0b00cb01,10000,100,442055212,9,1166497878,1166497878,37074152,1166497887
0b001301,0b00cb01,10000,100,442572752,65,1166713851,1166713851,37117540,1166713916
0b001901,0b00cb01,10000,100,442973506,76,1168275778,1168275778,37151140,1168275854
0b001101,0b00cb01,10000,100,443033490,60,1169142689,1169142689,37156169,1169142749
0b001a01,0b00cb01,10000,100,442825002,78,1169209573,1169209573,37138692,1169209651
0b001501,0b00cb01,10000,100,443143842,67,1169473179,1169473179,37165420,1169473246
0b001801,0b00cb01,10000,100,442448053,73,1170248401,1170248401,37107088,1170248474
0b001001,0b00cb01,10000,100,441800063,56,1170312419,1170312419,37052760,1170312475
0b000b01,0b00cb01,10000,100,444188902,27,1170570570,1170570570,37253037,1170570597
0b000901,0b00cb01,10000,100,442299518,22,1170820865,1170820865,37094633,1170820887
0b001e01,0b00cb01,10000,100,443416361,91,1171968220,1171968220,37188270,1171968311
0b001401,0b00cb01,10000,100,442117240,66,1172000389,1172000389,37079352,1172000455
0b000601,0b00cb01,10000,100,442579512,12,1172536999,1172536999,37118108,1172537011
0b000801,0b00cb01,10000,100,442518303,18,1172725597,1172725597,37112977,1172725615
0b000f01,0b00cb01,10000,100,442496649,52,1173534370,1173534370,37111160,1173534422
0b000701,0b00cb01,10000,100,442444248,13,1173605314,1173605314,37106768,1173605327
0b000c01,0b00cb01,10000,100,441749666,33,1173762627,1173762627,37048533,1173762660
0b001f01,0b00cb01,10000,100,441910758,94,1173849138,1173849138,37062038,1173849232
0b000a01,0b00cb01,10000,100,442369121,23,1174094259,1174094259,37100470,1174094282
0b001c01,0b00cb01,10000,100,441908201,82,1174339390,1174339390,37061826,1174339472
0b001601,0b00cb01,10000,100,442791930,71,1174735088,1174735088,37135915,1174735159
0b000501,0b00cb01,10000,100,443686486,10,1175251482,1175251482,37210916,1175251492
0b001b01,0b00cb01,10000,100,442850231,81,1175362025,1175362025,37140806,1175362106
0b000301,0b00cb01,10000,100,441813827,7,1175963257,1175963257,37053911,1175963264
0b000201,0b00cb01,10000,100,441988043,4,1177383802,1177383802,37068521,1177383806
