src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000501,0b001801,10000,100,442622950,53000000,36745838,37117708,89745838
0b000601,0b001801,10000,100,442622950,100000000,36745838,37117708,136745838
0b000701,0b001801,10000,100,442622950,148000000,36745838,37117708,184745838
0b000301,0b001801,10000,100,442622950,196000000,74162736,37117708,270162736
0b000001,0b001801,10000,100,442622950,201000000,69419322,37117708,270419322
0b000801,0b001801,10000,100,442622950,302000000,36745838,37117708,338745838
0b000201,0b001801,10000,100,442622950,377000000,79978629,37117708,456978629
0b000901,0b001801,10000,100,442622950,387000000,95977750,37117708,482977750
0b000401,0b001801,10000,100,442622950,446000000,77087190,37117708,523087190
0b000101,0b001801,10000,100,442622950,424000000,106206134,37117708,530206134
