src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000201,0b001801,10000,100,442622950,23000000,179377113,37117708,202377113
0b000101,0b001801,10000,100,442622950,24000000,193755657,37117708,217755657
0b000401,0b001801,10000,100,442622950,32000000,217268706,37117708,249268706
0b000701,0b001801,10000,100,442622950,54000000,252243627,37117708,306243627
0b000001,0b001801,10000,100,442622950,82000000,259690233,37117708,341690233
0b000601,0b001801,10000,100,442622950,126000000,255892800,37117708,381892800
0b000501,0b001801,10000,100,442622950,143000000,248238966,37117708,391238966
0b000901,0b001801,10000,100,442622950,156000000,236088444,37117708,392088444
0b000301,0b001801,10000,100,442622950,146000000,248834565,37117708,394834565
0b000801,0b001801,10000,100,442622950,141000000,254891324,37117708,395891324
