src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000401,0b00cb01,10000,100,442369121,26,556244298,556244324,37100470,556244324
0b000a01,0b00cb01,10000,100,442429273,61,565592034,565592095,37105513,565592095
0b000701,0b00cb01,10000,100,442850231,56,570685151,570685207,37140806,570685207
0b000c01,0b00cb01,10000,100,441813827,69,572042257,572042326,37053911,572042326
0b000201,0b00cb01,10000,100,442825002,17,576210957,576210974,37138692,576210974
0b000101,0b00cb01,10000,100,442299518,3,578188392,578188395,37094633,578188395
0b000b01,0b00cb01,10000,100,441910758,62,579087951,579088013,37062038,579088013
0b000001,0b00cb01,10000,100,442518303,2,583153270,583153272,37112977,583153272
0b000f01,0b00cb01,10000,100,442496649,85,584080518,584080603,37111160,584080603
0b000d01,0b00cb01,10000,100,442572752,76,584096028,584096104,37117540,584096104
0b000301,0b00cb01,10000,100,442727168,22,584847747,584847769,37130488,584847769
0b000e01,0b00cb01,10000,100,443686486,77,586191231,586191308,37210916,586191308
0b000501,0b00cb01,10000,100,442791930,36,586638370,586638406,37135915,586638406
0b000801,0b00cb01,10000,100,441610566,58,587433864,587433922,37036871,587433922
0b000901,0b00cb01,10000,100,442579512,61,591274745,591274806,37118108,591274806
0b000601,0b00cb01,10000,100,443033490,41,592056261,592056302,37156169,592056302
