src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000601,0b001801,10000,100,442622950,16000000,93590199,37117708,109590199
0b000401,0b001801,10000,100,442622950,24000000,163016424,37117708,187016424
0b000801,0b001801,10000,100,442622950,61000000,273313153,37117708,334313153
0b000501,0b001801,10000,100,442622950,78000000,270797352,37117708,348797352
0b000701,0b001801,10000,100,442622950,70000000,285230434,37117708,355230434
0b000101,0b001801,10000,100,442622950,84000000,276130015,37117708,360130015
0b000301,0b001801,10000,100,442622950,125000000,258854689,37117708,383854689
0b000201,0b001801,10000,100,442622950,140000000,247228222,37117708,387228222
0b000901,0b001801,10000,100,442622950,128000000,259952173,37117708,387952173
0b000001,0b001801,10000,100,442622950,134000000,254152290,37117708,388152290
