src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000001,0b001801,10000,100,442622950,10000000,36745838,37117708,46745838
0b000801,0b001801,10000,100,442622950,74000000,36745838,37117708,110745838
0b000601,0b001801,10000,100,442622950,116000000,72547268,37117708,188547268
0b000501,0b001801,10000,100,442622950,132000000,90542226,37117708,222542226
0b000701,0b001801,10000,100,442622950,143000000,90635015,37117708,233635015
0b000401,0b001801,10000,100,442622950,223000000,59748525,37117708,282748525
0b000101,0b001801,10000,100,442622950,244000000,61738676,37117708,305738676
0b000201,0b001801,10000,100,442622950,355000000,36745838,37117708,391745838
0b000301,0b001801,10000,100,442622950,483000000,36745838,37117708,519745838
0b000901,0b001801,10000,100,442622950,525000000,36745838,37117708,561745838
