src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b001601,0b00cb01,10000,100,442727168,60,924946595,1065946595,37130488,924946655
0b001501,0b00cb01,10000,100,442429273,58,932751164,1073751164,37105513,932751222
0b000301,0b00cb01,10000,100,442448053,10,935585719,935585719,37107088,935585729
0b000c01,0b00cb01,10000,100,442518303,38,938026936,1008026936,37112977,938026974
0b001301,0b00cb01,10000,100,442117240,54,939342081,1044342081,37079352,939342135
0b001a01,0b00cb01,10000,100,442973506,78,941500114,1117500114,37151140,941500192
0b001801,0b00cb01,10000,100,443033490,35000073,1033809809,1174809809,37156169,1068809882
0b000701,0b00cb01,10000,100,442299518,35000024,1035815502,1070815502,37094633,1070815526
0b000401,0b00cb01,10000,100,442572752,35000016,1036676607,1036676607,37117540,1071676623
0b000a01,0b00cb01,10000,100,441988043,70000034,1092093456,1162093456,37068521,1162093490
0b000801,0b00cb01,10000,100,441749666,70000032,1092476618,1127476618,37048533,1162476650
0b000d01,0b00cb01,10000,100,442369121,70000044,1092603189,1162603189,37100470,1162603233
0b000001,0b00cb01,10000,100,442850231,70000001,1093193711,1093193711,37140806,1163193712
0b000501,0b00cb01,10000,100,443686486,70000019,1095614826,1095614826,37210916,1165614845
0b000b01,0b00cb01,10000,100,441813827,105000037,1101370099,1171370099,37053911,1206370136
0b001901,0b00cb01,10000,100,442055212,105000075,1101993640,1277993640,37074152,1206993715
0b001e01,0b00cb01,10000,100,441908201,105000090,1102637212,1313637212,37061826,1207637302
0b001001,0b00cb01,10000,100,442825002,105000048,1103325631,1208325631,37138692,1208325679
0b000101,0b00cb01,10000,100,443416361,105000001,1103548772,1103548772,37188270,1208548773
0b000e01,0b00cb01,10000,100,443143842,105000044,1104389685,1209389685,37165420,1209389729
0b001b01,0b00cb01,10000,100,442579512,141000083,1087332381,1298332381,37118108,1228332464
0b000201,0b00cb01,10000,100,442251144,141000001,1087914648,1087914648,37090579,1228914649
0b001d01,0b00cb01,10000,100,441896576,141000090,1087955889,1298955889,37060850,1228955979
0b001701,0b00cb01,10000,100,442444248,141000066,1088257353,1229257353,37106768,1229257419
0b000f01,0b00cb01,10000,100,442751047,141000045,1088613385,1193613385,37132491,1229613430
0b001c01,0b00cb01,10000,100,442496649,176000086,1061499938,1272499938,37111160,1237500024
0b001201,0b00cb01,10000,100,442791930,176000053,1061933508,1166933508,37135915,1237933561
0b001401,0b00cb01,10000,100,441610566,211000056,1033242135,1174242135,37036871,1244242191
0b001f01,0b00cb01,10000,100,441800063,211000097,1033563123,1244563123,37052760,1244563220
0b000901,0b00cb01,10000,100,442776184,211000034,1033677534,1103677534,37134598,1244677568
0b000601,0b00cb01,10000,100,441910758,211000019,1033949503,1068949503,37062038,1244949522
0b001101,0b00cb01,10000,100,444188902,211000049,1034157487,1139157487,37253037,1245157536
