src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000201,0b00cb01,10000,100,442518303,16,362274256,362274272,37112977,362274272
0b000401,0b00cb01,10000,100,442791930,18,366392393,366392411,37135915,366392411
0b000301,0b00cb01,10000,100,442572752,18,367570628,367570646,37117540,367570646
0b000501,0b00cb01,10000,100,441910758,18,371065487,371065505,37062038,371065505
0b000701,0b00cb01,10000,100,442579512,40,374309979,374310019,37118108,374310019
0b000801,0b00cb01,10000,100,443033490,70,375185276,375185346,37156169,375185346
0b000601,0b00cb01,10000,100,442369121,38,379058277,379058315,37100470,379058315
0b000101,0b00cb01,10000,100,442429273,8,379131784,379131792,37105513,379131792
0b000901,0b00cb01,10000,100,442496649,75,379867601,379867676,37111160,379867676
0b000001,0b00cb01,10000,100,443686486,4,382104211,382104215,37210916,382104215
