src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000801,0b00cb01,10000,100,441910758,64,361414922,361414986,37062038,361414986
0b000401,0b00cb01,10000,100,443686486,24,361686082,361686106,37210916,361686106
0b000701,0b00cb01,10000,100,442791930,52,363320676,363320728,37135915,363320728
0b000501,0b00cb01,10000,100,442518303,33,367012647,367012680,37112977,367012680
0b000901,0b00cb01,10000,100,442579512,81,368917338,368917419,37118108,368917419
0b000301,0b00cb01,10000,100,443033490,21,369634017,369634038,37156169,369634038
0b000201,0b00cb01,10000,100,442496649,21,370687775,370687796,37111160,370687796
0b000101,0b00cb01,10000,100,442369121,7,370728887,370728894,37100470,370728894
0b000001,0b00cb01,10000,100,442429273,5,372568363,372568368,37105513,372568368
0b000601,0b00cb01,10000,100,442572752,51,374536269,374536320,37117540,374536320
