src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000601,0b001801,10000,100,442622950,47000000,36745838,37117708,83745838
0b000701,0b001801,10000,100,442622950,95000000,73420892,37117708,168420892
0b000801,0b001801,10000,100,442622950,111000000,86936392,37117708,197936392
0b000401,0b001801,10000,100,442622950,127000000,81658588,37117708,208658588
0b000901,0b001801,10000,100,442622950,329000000,36745838,37117708,365745838
0b000501,0b001801,10000,100,442622950,377000000,111137509,37117708,488137509
0b000001,0b001801,10000,100,442622950,377000000,111844582,37117708,488844582
0b000101,0b001801,10000,100,442622950,392000000,112284816,37117708,504284816
0b000201,0b001801,10000,100,442622950,472000000,84721926,37117708,556721926
0b000301,0b001801,10000,100,442622950,493000000,71735696,37117708,564735696
