src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000201,0b001801,10000,100,442622950,74000000,39161832,37117708,113161832
0b000801,0b001801,10000,100,442622950,116000000,55427239,37117708,171427239
0b000901,0b001801,10000,100,442622950,140000000,54156320,37117708,194156320
0b000101,0b001801,10000,100,442622950,254000000,39157924,37117708,293157924
0b000001,0b001801,10000,100,442622950,326000000,59821016,37117708,385821016
0b000401,0b001801,10000,100,442622950,345000000,59125915,37117708,404125915
0b000701,0b001801,10000,100,442622950,416000000,41410163,37117708,457410163
0b000501,0b001801,10000,100,442622950,453000000,72124393,37117708,525124393
0b000301,0b001801,10000,100,442622950,467000000,80913538,37117708,547913538
0b000601,0b001801,10000,100,442622950,516000000,56240330,37117708,572240330
