src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000501,0b001801,10000,100,442622950,97000000,72412342,37117708,169412342
0b000001,0b001801,10000,100,442622950,100000000,81254746,37117708,181254746
0b000701,0b001801,10000,100,442622950,161000000,81740981,37117708,242740981
0b000201,0b001801,10000,100,442622950,179000000,68391889,37117708,247391889
0b000301,0b001801,10000,100,442622950,246000000,114535560,37117708,360535560
0b000901,0b001801,10000,100,442622950,261000000,156272860,37117708,417272860
0b000401,0b001801,10000,100,442622950,259000000,190215927,37117708,449215927
0b000101,0b001801,10000,100,442622950,258000000,191524540,37117708,449524540
0b000601,0b001801,10000,100,442622950,334000000,138402533,37117708,472402533
0b000801,0b001801,10000,100,442622950,332000000,142780345,37117708,474780345
