src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000301,0b00cb01,10000,100,442572752,30,329549327,329549327,37117540,329549357
0b000901,0b00cb01,10000,100,441910758,92,333184350,403184350,37062038,333184442
0b000701,0b00cb01,10000,100,442791930,81,333609769,368609769,37135915,333609850
0b000601,0b00cb01,10000,100,442518303,81,333786045,368786045,37112977,333786126
0b000001,0b00cb01,10000,100,442496649,35000003,347790470,347790470,37111160,382790473
0b000501,0b00cb01,10000,100,443686486,35000037,347982597,382982597,37210916,382982634
0b000401,0b00cb01,10000,100,442369121,35000030,347988423,382988423,37100470,382988453
0b000201,0b00cb01,10000,100,442579512,35000018,348027531,348027531,37118108,383027549
0b000801,0b00cb01,10000,100,442429273,70000086,320382885,390382885,37105513,390382971
0b000101,0b00cb01,10000,100,443033490,70000016,320498329,320498329,37156169,390498345
