src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000301,0b00cb01,10000,100,443686486,28,250972455,285972455,37210916,250972483
0b000201,0b00cb01,10000,100,442369121,19,258229681,258229681,37100470,258229700
0b000001,0b00cb01,10000,100,442579512,0,297716587,297716587,37118108,297716587
0b000601,0b00cb01,10000,100,441910758,35000091,297431146,367431146,37062038,332431237
0b000501,0b00cb01,10000,100,442572752,70000046,282499697,317499697,37117540,352499743
0b000701,0b00cb01,10000,100,442791930,35000092,317726319,387726319,37135915,352726411
0b000401,0b00cb01,10000,100,442496649,35000032,319832638,354832638,37111160,354832670
0b000901,0b00cb01,10000,100,442429273,70000096,296162202,366162202,37105513,366162298
0b000101,0b00cb01,10000,100,442518303,70000005,299965013,299965013,37112977,369965018
0b000801,0b00cb01,10000,100,443033490,70000093,300023638,370023638,37156169,370023731
