src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000301,0b001801,10000,100,442622950,12000000,36745838,37117708,48745838
0b000101,0b001801,10000,100,442622950,84000000,52863496,37117708,136863496
0b000401,0b001801,10000,100,442622950,106000000,72296711,37117708,178296711
0b000501,0b001801,10000,100,442622950,141000000,66787292,37117708,207787292
0b000201,0b001801,10000,100,442622950,198000000,54707401,37117708,252707401
0b000901,0b001801,10000,100,442622950,256000000,75586948,37117708,331586948
0b000701,0b001801,10000,100,442622950,247000000,88051794,37117708,335051794
0b000801,0b001801,10000,100,442622950,314000000,92183805,37117708,406183805
0b000601,0b001801,10000,100,442622950,345000000,96548734,37117708,441548734
0b000001,0b001801,10000,100,442622950,351000000,95349927,37117708,446349927
