src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000901,0b001801,10000,100,442622950,144000000,133570524,37117708,277570524
0b000201,0b001801,10000,100,442622950,29000000,250651501,37117708,279651501
0b000601,0b001801,10000,100,442622950,93000000,269847799,37117708,362847799
0b000101,0b001801,10000,100,442622950,139000000,228067246,37117708,367067246
0b000701,0b001801,10000,100,442622950,53000000,339345856,37117708,392345856
0b000401,0b001801,10000,100,442622950,121000000,273352087,37117708,394352087
0b000801,0b001801,10000,100,442622950,74000000,323079362,37117708,397079362
0b000001,0b001801,10000,100,442622950,91000000,312699752,37117708,403699752
0b000501,0b001801,10000,100,442622950,71000000,340321568,37117708,411321568
0b000301,0b001801,10000,100,442622950,46000000,369039399,37117708,415039399
