src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000901,0b00cb01,10000,100,442429273,96,350414997,350415093,37105513,350415093
0b000801,0b00cb01,10000,100,441910758,89,351204066,351204155,37062038,351204155
0b000401,0b00cb01,10000,100,442791930,60,357471929,357471989,37135915,357471989
0b000301,0b00cb01,10000,100,442572752,50,362367770,362367820,37117540,362367820
0b000201,0b00cb01,10000,100,443686486,45,362521450,362521495,37210916,362521495
0b000101,0b00cb01,10000,100,442579512,21,363770728,363770749,37118108,363770749
0b000601,0b00cb01,10000,100,442518303,78,365031040,365031118,37112977,365031118
0b000501,0b00cb01,10000,100,442496649,77,366218351,366218428,37111160,366218428
0b000001,0b00cb01,10000,100,442369121,8,371859266,371859274,37100470,371859274
0b000701,0b00cb01,10000,100,443033490,82,373197115,373197197,37156169,373197197
