src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000401,0b00cb01,10000,100,442572752,34,321624906,321624906,37117540,321624940
0b000801,0b00cb01,10000,100,442369121,56,333149180,403149180,37100470,333149236
0b000301,0b00cb01,10000,100,442496649,33,334168572,334168572,37111160,334168605
0b000701,0b00cb01,10000,100,441910758,35000044,306724164,341724164,37062038,341724208
0b000101,0b00cb01,10000,100,443033490,4,347979437,347979437,37156169,347979441
0b000501,0b00cb01,10000,100,442791930,39,352791286,352791286,37135915,352791325
0b000001,0b00cb01,10000,100,442518303,4,353904417,353904417,37112977,353904421
0b000201,0b00cb01,10000,100,443686486,32,354442820,354442820,37210916,354442852
0b000601,0b00cb01,10000,100,442579512,70000040,299884541,299884541,37118108,369884581
0b000901,0b00cb01,10000,100,442429273,70000067,300941600,370941600,37105513,370941667
