src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b000801,0b00cb01,10000,100,442429273,95,347523817,417523817,37105513,347523912
0b000901,0b00cb01,10000,100,442579512,98,348708071,418708071,37118108,348708169
0b000701,0b00cb01,10000,100,443033490,86,349366433,384366433,37156169,349366519
0b000501,0b00cb01,10000,100,442791930,49,349713887,384713887,37135915,349713936
0b000001,0b00cb01,10000,100,442369121,1,352453121,352453121,37100470,352453122
0b000101,0b00cb01,10000,100,441910758,35000024,346322173,346322173,37062038,381322197
0b000201,0b00cb01,10000,100,443686486,35000031,346750111,346750111,37210916,381750142
0b000301,0b00cb01,10000,100,442518303,35000042,348167696,348167696,37112977,383167738
0b000401,0b00cb01,10000,100,442496649,70000043,320309934,320309934,37111160,390309977
0b000601,0b00cb01,10000,100,442572752,70000086,320501614,355501614,37117540,390501700
