src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000601,0b001801,10000,100,442622950,4000000,36745838,37117708,40745838
0b000201,0b001801,10000,100,442622950,48000000,110021549,37117708,158021549
0b000101,0b001801,10000,100,442622950,69000000,259944094,37117708,328944094
0b000501,0b001801,10000,100,442622950,71000000,263751844,37117708,334751844
0b000301,0b001801,10000,100,442622950,87000000,275744625,37117708,362744625
0b000801,0b001801,10000,100,442622950,93000000,273342362,37117708,366342362
0b000401,0b001801,10000,100,442622950,120000000,262327439,37117708,382327439
0b000901,0b001801,10000,100,442622950,135000000,247728675,37117708,382728675
0b000001,0b001801,10000,100,442622950,103000000,279953099,37117708,382953099
0b000701,0b001801,10000,100,442622950,125000000,258504307,37117708,383504307
