src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000101,0b001801,10000,100,442622950,32000000,55255359,37117708,87255359
0b000701,0b001801,10000,100,442622950,62000000,163394742,37117708,225394742
0b000401,0b001801,10000,100,442622950,66000000,169522896,37117708,235522896
0b000901,0b001801,10000,100,442622950,119000000,270952262,37117708,389952262
0b000001,0b001801,10000,100,442622950,118000000,273684674,37117708,391684674
0b000201,0b001801,10000,100,442622950,128000000,270225241,37117708,398225241
0b000801,0b001801,10000,100,442622950,144000000,266463852,37117708,410463852
0b000301,0b001801,10000,100,442622950,158000000,260211204,37117708,418211204
0b000601,0b001801,10000,100,442622950,173000000,249283510,37117708,422283510
0b000501,0b001801,10000,100,442622950,175000000,247443370,37117708,422443370
