src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b001401,0b00cb01,10000,100,444188902,74,1155540086,1155540086,37253037,1155540160
0b000901,0b00cb01,10000,100,441988043,37,1156250859,1156250859,37068521,1156250896
0b001b01,0b00cb01,10000,100,442579512,91,1159471083,1159471083,37118108,1159471174
0b000401,0b00cb01,10000,100,441813827,15,1160264210,1160264210,37053911,1160264225
0b000d01,0b00cb01,10000,100,443416361,47,1164283402,1164283402,37188270,1164283449
0b000601,0b00cb01,10000,100,442448053,25,1165007441,1165007441,37107088,1165007466
0b000001,0b00cb01,10000,100,443033490,1,1166507152,1166507152,37156169,1166507153
0b000801,0b00cb01,10000,100,441610566,31,1166893785,1166893785,37036871,1166893816
0b000a01,0b00cb01,10000,100,442369121,40,1167217738,1167217738,37100470,1167217778
0b000201,0b00cb01,10000,100,441910758,9,1167993053,1167993053,37062038,1167993062
0b001301,0b00cb01,10000,100,442518303,74,1167995340,1167995340,37112977,1167995414
0b001701,0b00cb01,10000,100,442776184,79,1168339720,1168339720,37134598,1168339799
0b000f01,0b00cb01,10000,100,441749666,61,1168579416,1168579416,37048533,1168579477
0b001c01,0b00cb01,10000,100,442825002,94,1168749288,1168749288,37138692,1168749382
0b000e01,0b00cb01,10000,100,442850231,57,1169471529,1169471529,37140806,1169471586
0b001801,0b00cb01,10000,100,442117240,85,1169882789,1169882789,37079352,1169882874
0b001d01,0b00cb01,10000,100,442444248,94,1169904300,1169904300,37106768,1169904394
0b000301,0b00cb01,10000,100,442429273,10,1170562516,1170562516,37105513,1170562526
0b000701,0b00cb01,10000,100,443686486,30,1171817332,1171817332,37210916,1171817362
0b001501,0b00cb01,10000,100,442572752,74,1172705036,1172705036,37117540,1172705110
0b001f01,0b00cb01,10000,100,443143842,99,1172814725,1172814725,37165420,1172814824
0b000101,0b00cb01,10000,100,442251144,7,1172902231,1172902231,37090579,1172902238
0b001901,0b00cb01,10000,100,442751047,86,1172951627,1172951627,37132491,1172951713
0b000501,0b00cb01,10000,100,442973506,20,1173025626,1173025626,37151140,1173025646
0b000b01,0b00cb01,10000,100,441908201,46,1173636373,1173636373,37061826,1173636419
0b001601,0b00cb01,10000,100,442791930,77,1174131966,1174131966,37135915,1174132043
0b001101,0b00cb01,10000,100,442299518,69,1174205836,1174205836,37094633,1174205905
0b001a01,0b00cb01,10000,100,441800063,90,1175176979,1175176979,37052760,1175177069
0b000c01,0b00cb01,10000,100,442496649,46,1175513762,1175513762,37111160,1175513808
0b001001,0b00cb01,10000,100,441896576,62,1177070774,1177070774,37060850,1177070836
0b001201,0b00cb01,10000,100,442055212,72,1177246391,1177246391,37074152,1177246463
0b001e01,0b00cb01,10000,100,442727168,96,1180065324,1180065324,37130488,1180065420
