src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),offseted_fct(ns),standalone_fct(ns),end(ns)
0b002701,0b00cb01,10000,100,442299518,60,1460138625,1707138625,37094633,1460138685
0b000401,0b00cb01,10000,100,441866045,6,1468238883,1503238883,37058292,1468238889
0b003001,0b00cb01,10000,100,443108392,76,1468880558,1786880558,37162449,1468880634
0b001c01,0b00cb01,10000,100,442512341,70000046,1828341858,2004341858,37112477,1898341904
0b001001,0b00cb01,10000,100,442882945,70000029,1877754272,1983754272,37143546,1947754301
0b002d01,0b00cb01,10000,100,443416361,70000074,2046561628,2364561628,37188270,2116561702
0b001501,0b00cb01,10000,100,441988043,35000038,2084592020,2225592020,37068521,2119592058
0b001a01,0b00cb01,10000,100,442973506,35000041,2086829979,2262829979,37151140,2121830020
0b000001,0b00cb01,10000,100,442560783,35000005,2096155096,2096155096,37116536,2131155101
0b003701,0b00cb01,10000,100,442696687,35000089,2096820410,2449820410,37127931,2131820499
0b003b01,0b00cb01,10000,100,442444248,35000093,2097160047,2486160047,37106768,2132160140
0b003e01,0b00cb01,10000,100,443280227,35000098,2100863747,2524863747,37176857,2135863845
0b001401,0b00cb01,10000,100,442945507,141000036,2070700422,2211700422,37148793,2211700458
0b001e01,0b00cb01,10000,100,442399593,141000049,2072931884,2284931884,37103023,2213931933
0b001701,0b00cb01,10000,100,443136026,141000039,2076230324,2252230324,37164768,2217230363
0b001d01,0b00cb01,10000,100,442413823,106000047,2185766468,2361766468,37104215,2291766515
0b000301,0b00cb01,10000,100,441896576,212000006,2087802733,2122802733,37060850,2299802739
0b002401,0b00cb01,10000,100,442117240,106000057,2194322616,2441322616,37079352,2300322673
0b000701,0b00cb01,10000,100,441873128,176000010,2128313175,2163313175,37058886,2304313185
0b002601,0b00cb01,10000,100,442518303,106000059,2198762399,2445762399,37112977,2304762458
0b003101,0b00cb01,10000,100,442429273,212000077,2093004600,2411004600,37105513,2305004677
0b002901,0b00cb01,10000,100,442251144,106000069,2199249317,2482249317,37090579,2305249386
0b001b01,0b00cb01,10000,100,441908201,176000045,2129379670,2305379670,37061826,2305379715
0b003901,0b00cb01,10000,100,443074581,106000092,2200159812,2553159812,37159614,2306159904
0b001601,0b00cb01,10000,100,443214934,106000039,2200399490,2376399490,37171380,2306399529
0b003c01,0b00cb01,10000,100,442591048,212000094,2096210135,2520210135,37119077,2308210229
0b002101,0b00cb01,10000,100,442579512,106000052,2202521918,2414521918,37118108,2308521970
0b000e01,0b00cb01,10000,100,442922748,212000024,2097035015,2203035015,37146884,2309035039
0b000901,0b00cb01,10000,100,444188902,176000017,2134191846,2204191846,37253037,2310191863
0b000201,0b00cb01,10000,100,443033490,176000006,2134414000,2134414000,37156169,2310414006
0b000501,0b00cb01,10000,100,443143842,176000007,2135196301,2170196301,37165420,2311196308
0b003201,0b00cb01,10000,100,442825002,176000078,2135638438,2488638438,37138692,2311638516
0b001f01,0b00cb01,10000,100,443686486,176000050,2137226529,2349226529,37210916,2313226579
0b003801,0b00cb01,10000,100,442510405,176000089,2138625833,2491625833,37112314,2314625922
0b000a01,0b00cb01,10000,100,442270374,283000017,2046307885,2116307885,37092190,2329307902
0b000801,0b00cb01,10000,100,442776184,283000015,2047519156,2082519156,37134598,2330519171
0b002201,0b00cb01,10000,100,442403018,283000052,2048384028,2295384028,37103312,2331384080
0b001901,0b00cb01,10000,100,442543046,283000039,2050803951,2226803951,37115052,2333803990
0b002b01,0b00cb01,10000,100,442055212,247000073,2102498303,2385498303,37074152,2349498376
0b003301,0b00cb01,10000,100,441947869,247000084,2103328679,2456328679,37065149,2350328763
0b003601,0b00cb01,10000,100,442865639,247000088,2104154657,2457154657,37142096,2351154745
0b002f01,0b00cb01,10000,100,442572752,247000075,2104424978,2422424978,37117540,2351425053
0b002801,0b00cb01,10000,100,442817923,247000066,2104914764,2387914764,37138094,2351914830
0b002501,0b00cb01,10000,100,442487955,247000059,2105242618,2352242618,37110430,2352242677
0b002e01,0b00cb01,10000,100,442791930,389000074,1996666211,2314666211,37135915,2385666285
0b003501,0b00cb01,10000,100,441813827,389000085,1997467485,2350467485,37053911,2386467570
0b002301,0b00cb01,10000,100,441610566,318000054,2082215942,2329215942,37036871,2400215996
0b000f01,0b00cb01,10000,100,442383141,318000025,2083482978,2189482978,37101645,2401483003
0b001201,0b00cb01,10000,100,443065239,318000032,2083846022,2189846022,37158832,2401846054
0b003f01,0b00cb01,10000,100,442438326,318000098,2084295491,2508295491,37106271,2402295589
0b000601,0b00cb01,10000,100,442305901,318000008,2085189116,2120189116,37095167,2403189124
0b000101,0b00cb01,10000,100,442496649,318000005,2087364650,2087364650,37111160,2405364655
0b003401,0b00cb01,10000,100,442751047,424000084,1990186757,2343186757,37132491,2414186841
0b000b01,0b00cb01,10000,100,442369121,424000018,1993304365,2063304365,37100470,2417304383
0b001101,0b00cb01,10000,100,441800063,424000029,1993335027,2099335027,37052760,2417335056
0b003d01,0b00cb01,10000,100,442850231,424000096,1994795039,2418795039,37140806,2418795135
