src_ip,dst_ip,sport,dport,m_size(bytes),start(ns),complete_fct(ns),standalone_fct(ns),end(ns)
0b000401,0b001801,10000,100,442622950,5000000,36745838,37117708,41745838
0b000701,0b001801,10000,100,442622950,53000000,92329043,37117708,145329043
0b000601,0b001801,10000,100,442622950,69000000,134748335,37117708,203748335
0b000301,0b001801,10000,100,442622950,74000000,131224843,37117708,205224843
0b000101,0b001801,10000,100,442622950,116000000,129426143,37117708,245426143
0b000901,0b001801,10000,100,442622950,153000000,112108285,37117708,265108285
0b000501,0b001801,10000,100,442622950,191000000,104840155,37117708,295840155
0b000201,0b001801,10000,100,442622950,260000000,83160483,37117708,343160483
0b000001,0b001801,10000,100,442622950,276000000,75709566,37117708,351709566
0b000801,0b001801,10000,100,442622950,440000000,36745838,37117708,476745838
